hand_x0,hand_y0,hand_x1,hand_y1,hand_x2,hand_y2,hand_x3,hand_y3,hand_x4,hand_y4,hand_x5,hand_y5,hand_x6,hand_y6,hand_x7,hand_y7,hand_x8,hand_y8,hand_x9,hand_y9,hand_x10,hand_y10,hand_x11,hand_y11,hand_x12,hand_y12,hand_x13,hand_y13,hand_x14,hand_y14,hand_x15,hand_y15,hand_x16,hand_y16,hand_x17,hand_y17,hand_x18,hand_y18,hand_x19,hand_y19,hand_x20,hand_y20,face_x1,face_y1,face_x61,face_y61,face_x291,face_y291,face_x0,face_y0,face_x39,face_y39,face_x269,face_y269,face_x13,face_y13,face_x14,face_y14,face_x17,face_y17,etiket
0.6814730614423752,-0.02384132146835327,0.630708321928978,-0.033769071102142334,0.5776542276144028,-0.0782354474067688,0.5619828552007675,-0.1394052505493164,0.5915993899106979,-0.1583208441734314,0.5887409299612045,-0.14408129453659058,0.5795947760343552,-0.16977524757385254,0.591278538107872,-0.14315378665924072,0.5969785302877426,-0.14408928155899048,0.6213862150907516,-0.16023731231689453,0.6205323785543442,-0.16549038887023926,0.6310922354459763,-0.1049148440361023,0.6253363341093063,-0.11791390180587769,0.6511478871107101,-0.16655880212783813,0.6541567295789719,-0.1570541262626648,0.6588619202375412,-0.10369527339935303,0.653277799487114,-0.1156814694404602,0.681818351149559,-0.16865074634552002,0.680447444319725,-0.15283721685409546,0.681790754199028,-0.11848199367523193,0.6804888099431992,-0.12561333179473877,0.0,0.0,-0.03885047137737274,0.06076091527938843,0.04083552956581116,0.05457180738449097,0.0010842829942703247,0.046095848083496094,-0.022559642791748047,0.04883623123168945,0.024393081665039062,0.0451468825340271,0.0012980103492736816,0.05748683214187622,0.0014591217041015625,0.0587846040725708,0.001805335283279419,0.07642316818237305,Yumruk_Yuzden_Uzak
0.6535361856222153,-0.039741456508636475,0.6066701859235764,-0.08481323719024658,0.5728621333837509,-0.14007633924484253,0.5631186217069626,-0.18767201900482178,0.585491344332695,-0.1991000771522522,0.6354895085096359,-0.1973603367805481,0.6038014143705368,-0.20735979080200195,0.6005624383687973,-0.1746273934841156,0.6071759313344955,-0.16275179386138916,0.6616222709417343,-0.19672590494155884,0.6215196698904037,-0.18923789262771606,0.6235387176275253,-0.14387911558151245,0.6379252523183823,-0.1371544599533081,0.6849363893270493,-0.18841594457626343,0.6421056836843491,-0.1761971116065979,0.6444031447172165,-0.1328248381614685,0.6587993949651718,-0.12648755311965942,0.7052789181470871,-0.17160165309906006,0.6628768295049667,-0.16586673259735107,0.6625584810972214,-0.1341170072555542,0.6758382767438889,-0.12471622228622437,0.0,0.0,-0.038615256547927856,0.061398208141326904,0.040004149079322815,0.05531054735183716,0.0009676367044448853,0.0462723970413208,-0.022398844361305237,0.04914665222167969,0.02387729287147522,0.04554945230484009,0.0010742992162704468,0.05771714448928833,0.0012516379356384277,0.05884861946105957,0.001546323299407959,0.07651430368423462,Yumruk_Yuzden_Uzak
0.6634462773799896,-0.03598988056182861,0.6792176067829132,-0.1031789779663086,0.6731530725955963,-0.1715819537639618,0.6422288119792938,-0.2158638834953308,0.6127978265285492,-0.2337799072265625,0.7082038819789886,-0.21539399027824402,0.6298902332782745,-0.24661356210708618,0.6232521235942841,-0.2136150598526001,0.6398187577724457,-0.20023328065872192,0.698237270116806,-0.20390215516090393,0.6095505058765411,-0.2199050486087799,0.6131850183010101,-0.18672293424606323,0.6322425305843353,-0.17616668343544006,0.6786122024059296,-0.1837492287158966,0.5970887839794159,-0.1964341104030609,0.6022339761257172,-0.16152465343475342,0.6210090219974518,-0.15067195892333984,0.6546237170696259,-0.15960735082626343,0.5920602381229401,-0.15998953580856323,0.5954732596874237,-0.13382214307785034,0.6109019815921783,-0.126339852809906,0.0,0.0,-0.039214372634887695,0.05922430753707886,0.03916335105895996,0.05380755662918091,0.0004536360502243042,0.045131027698516846,-0.02295026183128357,0.047675907611846924,0.02331005036830902,0.04443717002868652,0.00045852363109588623,0.056326210498809814,0.0006240606307983398,0.057042062282562256,0.0007667839527130127,0.07447153329849243,Yumruk_Yuzden_Uzak
0.6302478164434433,-0.15319406986236572,0.5914202183485031,-0.16610443592071533,0.5617049187421799,-0.1825147271156311,0.5661473125219345,-0.16434502601623535,0.5909455865621567,-0.14686161279678345,0.6076441258192062,-0.29035764932632446,0.6048227995634079,-0.1963665783405304,0.5948114842176437,-0.17386698722839355,0.5943590849637985,-0.1909601390361786,0.6459027975797653,-0.2799525558948517,0.6337949484586716,-0.17818838357925415,0.6209910362958908,-0.1716456413269043,0.6207710355520248,-0.198531836271286,0.6765026301145554,-0.2549781799316406,0.6569347828626633,-0.16075009107589722,0.6416628211736679,-0.15983527898788452,0.6397777646780014,-0.1881115436553955,0.699706956744194,-0.2245447039604187,0.6789181083440781,-0.15814483165740967,0.6640308350324631,-0.15368133783340454,0.6602371782064438,-0.17398375272750854,0.0,0.0,-0.03980885446071625,0.05995678901672363,0.03968365490436554,0.05452430248260498,0.0004543513059616089,0.045638859272003174,-0.023240312933921814,0.04818457365036011,0.02358981966972351,0.04501748085021973,0.0004633963108062744,0.05700349807739258,0.0005978047847747803,0.05790489912033081,0.0007589459419250488,0.07549107074737549,Yumruk_Yuzden_Uzak
0.6188211888074875,-0.16074293851852417,0.576182946562767,-0.13994455337524414,0.5424499362707138,-0.12023353576660156,0.5600170940160751,-0.08303046226501465,0.6002926081418991,-0.07461637258529663,0.5731564611196518,-0.2278314232826233,0.593145951628685,-0.13237375020980835,0.5851026624441147,-0.13194310665130615,0.5821757763624191,-0.1524321436882019,0.6173019856214523,-0.2408934235572815,0.6237942427396774,-0.1107061505317688,0.6117881387472153,-0.12607407569885254,0.6056791990995407,-0.16235166788101196,0.6548899263143539,-0.23343515396118164,0.6501475423574448,-0.11140137910842896,0.6365249007940292,-0.1293737292289734,0.632076308131218,-0.16397273540496826,0.68460313975811,-0.21822011470794678,0.6728843301534653,-0.13214117288589478,0.6584049314260483,-0.14462733268737793,0.6506395190954208,-0.1728377640247345,0.0,0.0,-0.03846248984336853,0.06044292449951172,0.040380775928497314,0.05520576238632202,0.0009307712316513062,0.04558044672012329,-0.022498875856399536,0.04822647571563721,0.024106517434120178,0.04509681463241577,0.0011505037546157837,0.05715090036392212,0.0013662278652191162,0.05847102403640747,0.0016926229000091553,0.07635217905044556,Yumruk_Yuzden_Uzak
0.5587945580482483,-0.18133330345153809,0.5911798477172852,-0.1312648057937622,0.648296594619751,-0.10970109701156616,0.7037495970726013,-0.10966062545776367,0.7399837374687195,-0.134321928024292,0.6689324378967285,-0.23624500632286072,0.7223737239837646,-0.1605384349822998,0.6906057596206665,-0.13727021217346191,0.6697762608528137,-0.15336865186691284,0.6667889356613159,-0.2635307013988495,0.7165837287902832,-0.1763433814048767,0.6864408850669861,-0.15447497367858887,0.66717928647995,-0.16953909397125244,0.6628743410110474,-0.2718244791030884,0.7090640068054199,-0.1884295642375946,0.6830872297286987,-0.1704983115196228,0.665829598903656,-0.185574471950531,0.6591181755065918,-0.27053964138031006,0.6985622644424438,-0.20401787757873535,0.6786907315254211,-0.1888841688632965,0.6620609164237976,-0.20075365900993347,0.0,0.0,-0.03910912573337555,0.05848348140716553,0.0411754846572876,0.05232274532318115,0.0010986477136611938,0.04435044527053833,-0.02275756001472473,0.046959102153778076,0.024632364511489868,0.043399035930633545,0.0013161897659301758,0.05514460802078247,0.001478627324104309,0.056340813636779785,0.001870870590209961,0.07336282730102539,Yumruk_Yuzden_Uzak
0.5814956426620483,-0.1907605528831482,0.609375,-0.15431654453277588,0.6611420512199402,-0.14596009254455566,0.7066418528556824,-0.1509379744529724,0.7395707964897156,-0.16335982084274292,0.6555747985839844,-0.2591751217842102,0.7065366506576538,-0.21632906794548035,0.7077456712722778,-0.1838478446006775,0.7039569020271301,-0.1771146059036255,0.6591655611991882,-0.2823401689529419,0.7075501084327698,-0.22045159339904785,0.6923807859420776,-0.19376933574676514,0.6753721237182617,-0.20064330101013184,0.6617991924285889,-0.2881019413471222,0.7051670551300049,-0.22877022624015808,0.6872333884239197,-0.2059973180294037,0.670474112033844,-0.21418210864067078,0.6612588763237,-0.2841932773590088,0.6995355486869812,-0.2346976101398468,0.6869402527809143,-0.21513226628303528,0.6718510389328003,-0.21938976645469666,0.0,0.0,-0.03929866850376129,0.058369219303131104,0.04079331457614899,0.05207681655883789,0.0008701682090759277,0.04411119222640991,-0.02304786443710327,0.04674893617630005,0.024450331926345825,0.04303765296936035,0.0010752379894256592,0.055019378662109375,0.0012308359146118164,0.05630671977996826,0.0016079246997833252,0.07372516393661499,Yumruk_Yuzden_Uzak
0.6178075820207596,-0.09395956993103027,0.6277361065149307,-0.12407141923904419,0.6283829361200333,-0.17656660079956055,0.6379198580980301,-0.22918206453323364,0.6454108506441116,-0.2665093243122101,0.5610055476427078,-0.22167524695396423,0.6126032024621964,-0.27886539697647095,0.6401418000459671,-0.2508879005908966,0.6436449438333511,-0.22504442930221558,0.5700687915086746,-0.23011311888694763,0.6227110773324966,-0.2638707458972931,0.6338513046503067,-0.21986714005470276,0.6185628920793533,-0.19242194294929504,0.5848013311624527,-0.23543140292167664,0.6284544616937637,-0.2628367245197296,0.6331989914178848,-0.22356131672859192,0.6184686571359634,-0.1996733546257019,0.5984589606523514,-0.23962920904159546,0.6283708959817886,-0.2621321678161621,0.6336647421121597,-0.23483461141586304,0.625107541680336,-0.21606677770614624,0.0,0.0,-0.038225650787353516,0.060294389724731445,0.04061947762966156,0.05360382795333862,0.0011622309684753418,0.04509150981903076,-0.022289514541625977,0.048110127449035645,0.02437742054462433,0.04418313503265381,0.001398712396621704,0.05617552995681763,0.0015568584203720093,0.057746827602386475,0.0019247084856033325,0.07496297359466553,Yumruk_Yuzden_Uzak
0.6815480589866638,-0.10319948196411133,0.6239389777183533,-0.1410476565361023,0.583671510219574,-0.19867286086082458,0.5617107152938843,-0.2400769293308258,0.5734552145004272,-0.23364096879959106,0.645950436592102,-0.2895068824291229,0.5858650803565979,-0.2607284188270569,0.5961099863052368,-0.23154175281524658,0.6136580109596252,-0.23220700025558472,0.665871798992157,-0.2804388105869293,0.6000062823295593,-0.23499032855033875,0.6124386787414551,-0.20886015892028809,0.6287673115730286,-0.21114638447761536,0.679467499256134,-0.25561368465423584,0.6165068745613098,-0.21017566323280334,0.6274699568748474,-0.1851823329925537,0.6432011127471924,-0.18952929973602295,0.6881305575370789,-0.22134068608283997,0.6365725994110107,-0.18125411868095398,0.6443355679512024,-0.1607791781425476,0.6592172384262085,-0.16276007890701294,0.0,0.0,-0.03760799765586853,0.061809003353118896,0.04048968851566315,0.05504775047302246,0.0013935118913650513,0.04578298330307007,-0.021808087825775146,0.04899144172668457,0.0243721604347229,0.045045673847198486,0.0016013234853744507,0.057216644287109375,0.0017034411430358887,0.058743953704833984,0.002005279064178467,0.07623988389968872,Yumruk_Yuzden_Uzak
0.6792470216751099,-0.10150009393692017,0.646453857421875,-0.16112351417541504,0.5865235328674316,-0.18913856148719788,0.5353631377220154,-0.17818742990493774,0.5054662227630615,-0.1476486325263977,0.565601110458374,-0.2384350597858429,0.5141533017158508,-0.17764940857887268,0.5327703952789307,-0.15877997875213623,0.550209105014801,-0.1665433645248413,0.562989354133606,-0.204659104347229,0.5189090967178345,-0.1398109793663025,0.5400668978691101,-0.1318359375,0.5577787160873413,-0.1434769630432129,0.5651401281356812,-0.16113728284835815,0.5315895676612854,-0.1057274341583252,0.5526676177978516,-0.10231274366378784,0.5683467984199524,-0.11506128311157227,0.5698316097259521,-0.11600244045257568,0.5492621660232544,-0.08024191856384277,0.5672009587287903,-0.07546210289001465,0.5791887044906616,-0.08376622200012207,0.0,0.0,-0.0389704555273056,0.05501699447631836,0.04049135744571686,0.049999892711639404,0.0006083548069000244,0.042967915534973145,-0.022890090942382812,0.044974684715270996,0.024045735597610474,0.042031943798065186,0.000825732946395874,0.05323958396911621,0.0009306222200393677,0.05395841598510742,0.001154184341430664,0.07042783498764038,Yumruk_Yuzden_Uzak
0.5560092329978943,-0.01807194948196411,0.6057438254356384,-0.0715329647064209,0.6216333508491516,-0.1409326195716858,0.603682279586792,-0.18795812129974365,0.5696852207183838,-0.20016580820083618,0.6380773186683655,-0.19200599193572998,0.5952226519584656,-0.23004496097564697,0.5885826349258423,-0.19793596863746643,0.5949236154556274,-0.17071670293807983,0.6004651784896851,-0.196823388338089,0.567249059677124,-0.21881109476089478,0.5631402134895325,-0.18742308020591736,0.5688521862030029,-0.160100519657135,0.559150755405426,-0.18851006031036377,0.5367927551269531,-0.19791126251220703,0.5381151437759399,-0.16975921392440796,0.5466057062149048,-0.14558279514312744,0.5203239917755127,-0.17513719201087952,0.5113465189933777,-0.17528417706489563,0.513564944267273,-0.1478295922279358,0.5196536183357239,-0.1289876103401184,0.0,0.0,-0.04238824546337128,0.05402714014053345,0.039033740758895874,0.05199390649795532,-0.0006382465362548828,0.044413626194000244,-0.0248270183801651,0.04509192705154419,0.022721484303474426,0.043824970722198486,-0.0009185224771499634,0.054728686809539795,-0.0007308721542358398,0.05487501621246338,-0.0008771419525146484,0.07170236110687256,Yumruk_Yuzden_Uzak
0.6383938193321228,-0.052054762840270996,0.589243471622467,-0.08740735054016113,0.5529597997665405,-0.16648882627487183,0.5578911900520325,-0.23361283540725708,0.5950531959533691,-0.22980579733848572,0.5986518859863281,-0.22497805953025818,0.5847970247268677,-0.2430870532989502,0.5834125280380249,-0.20045605301856995,0.5934785008430481,-0.20293450355529785,0.6334589719772339,-0.22450602054595947,0.6175575256347656,-0.22581321001052856,0.6084692478179932,-0.163810133934021,0.6166092157363892,-0.1718648374080658,0.6631103157997131,-0.2120968997478485,0.6453706622123718,-0.1942688226699829,0.6335791945457458,-0.1421518325805664,0.6420371532440186,-0.15320217609405518,0.6925879120826721,-0.19244807958602905,0.6693233251571655,-0.1736232042312622,0.6598036289215088,-0.13916319608688354,0.6669767498970032,-0.14437896013259888,0.0,0.0,-0.039332613348960876,0.05813401937484741,0.04086621105670929,0.051839470863342285,0.000987127423286438,0.04482227563858032,-0.022757887840270996,0.04719060659408569,0.02431584894657135,0.043430328369140625,0.0011092424392700195,0.055492937564849854,0.0012743622064590454,0.05644941329956055,0.0015678107738494873,0.07343852519989014,Yumruk_Yuzden_Uzak
0.6140940636396408,-0.08167880773544312,0.6389789432287216,-0.10139131546020508,0.6636834591627121,-0.1560894250869751,0.693089947104454,-0.20417317748069763,0.7093268483877182,-0.23617121577262878,0.6008802503347397,-0.24026334285736084,0.6815823763608932,-0.24668675661087036,0.6816549152135849,-0.2005411684513092,0.6605061739683151,-0.18410909175872803,0.6039513200521469,-0.24171507358551025,0.6841345280408859,-0.24343964457511902,0.6777049154043198,-0.19281470775604248,0.6565305441617966,-0.17505043745040894,0.6137981861829758,-0.2350006103515625,0.6851517409086227,-0.23897776007652283,0.6776782125234604,-0.19492539763450623,0.6553199738264084,-0.18142279982566833,0.6286047548055649,-0.22165068984031677,0.676856741309166,-0.22869214415550232,0.6730317324399948,-0.19452735781669617,0.6565966457128525,-0.18193218111991882,0.0,0.0,-0.03892041742801666,0.05578756332397461,0.039403483271598816,0.04982900619506836,0.000614657998085022,0.04407393932342529,-0.02271200716495514,0.0459442138671875,0.023444339632987976,0.04238027334213257,0.0007061511278152466,0.054509878158569336,0.000941351056098938,0.05493283271789551,0.0012152940034866333,0.07202398777008057,Yumruk_Yuzden_Uzak
0.6035476177930832,-0.09666818380355835,0.6371094435453415,-0.05377602577209473,0.6989419907331467,-0.026116907596588135,0.7559285014867783,-0.010093390941619873,0.7960543483495712,-0.022734642028808594,0.7256529182195663,-0.14878565073013306,0.769790455698967,-0.058276355266571045,0.7398915141820908,-0.03916424512863159,0.7205206006765366,-0.05933403968811035,0.7224000543355942,-0.16607308387756348,0.764953538775444,-0.07269084453582764,0.7370000928640366,-0.05679196119308472,0.7174078077077866,-0.07733416557312012,0.7164389342069626,-0.1669517159461975,0.7553407400846481,-0.082558274269104,0.7301157563924789,-0.06660300493240356,0.7126458138227463,-0.08385658264160156,0.7100137323141098,-0.1609441041946411,0.7445847243070602,-0.09277218580245972,0.7255539745092392,-0.078793466091156,0.709456667304039,-0.0922398567199707,0.0,0.0,-0.039236798882484436,0.05780452489852905,0.03982768952846527,0.051348865032196045,0.0007002353668212891,0.04440218210220337,-0.02307000756263733,0.046830058097839355,0.02388302981853485,0.04281413555145264,0.0008805245161056519,0.05571186542510986,0.0011897832155227661,0.055888354778289795,0.0016250759363174438,0.07402372360229492,Yumruk_Yuzden_Uzak
-0.735128678381443,-0.14424610137939453,-0.6924616098403931,-0.1598583459854126,-0.6427270472049713,-0.21690431237220764,-0.6486408114433289,-0.2878870666027069,-0.6818622648715973,-0.31813278794288635,-0.6552688926458359,-0.2767969071865082,-0.6524862051010132,-0.3142196834087372,-0.6679746955633163,-0.28832975029945374,-0.6846878528594971,-0.2777886986732483,-0.6892837733030319,-0.2911820411682129,-0.7000933587551117,-0.2990444600582123,-0.6982825994491577,-0.23409363627433777,-0.6913570761680603,-0.23395702242851257,-0.7204713374376297,-0.29474884271621704,-0.7337188795208931,-0.2883504629135132,-0.7250030338764191,-0.23173406720161438,-0.7177201211452484,-0.23412561416625977,-0.7534797042608261,-0.29059913754463196,-0.7577250748872757,-0.275407075881958,-0.7515867426991463,-0.23472046852111816,-0.7489083707332611,-0.23413613438606262,0.0,0.0,-0.050923824310302734,0.054077744483947754,0.02988070249557495,0.06592303514480591,-0.006113171577453613,0.04777270555496216,-0.030992090702056885,0.045301735401153564,0.01620650291442871,0.052239179611206055,-0.00809544324874878,0.0592193603515625,-0.007930755615234375,0.06036794185638428,-0.009452104568481445,0.07809966802597046,Yumruk_Yuzden_Uzak
-0.6849384307861328,-0.13323116302490234,-0.6334475427865982,-0.19366240501403809,-0.6042284369468689,-0.2595122754573822,-0.5879693478345871,-0.3089347183704376,-0.5998536944389343,-0.3201940953731537,-0.6940725296735764,-0.3379685580730438,-0.6202512085437775,-0.33405402302742004,-0.6220237016677856,-0.2896842062473297,-0.6433624476194382,-0.2817519009113312,-0.7092566341161728,-0.327096164226532,-0.6223423928022385,-0.31429800391197205,-0.6272140145301819,-0.2689599096775055,-0.6470960378646851,-0.26521050930023193,-0.7125693559646606,-0.302807092666626,-0.6289727091789246,-0.2852230370044708,-0.6337020844221115,-0.24572741985321045,-0.6520077437162399,-0.2423343062400818,-0.7061415314674377,-0.27066782116889954,-0.6385178118944168,-0.25580674409866333,-0.6437659710645676,-0.22574564814567566,-0.6619207859039307,-0.2203417718410492,0.0,0.0,-0.04890632629394531,0.056020498275756836,0.032612740993499756,0.06702721118927002,-0.005064189434051514,0.048699378967285156,-0.029608070850372314,0.04652458429336548,0.017770707607269287,0.0529787540435791,-0.006510674953460693,0.06071192026138306,-0.006474673748016357,0.06300264596939087,-0.007747530937194824,0.08161228895187378,Yumruk_Yuzden_Uzak
-0.7317717522382736,-0.1308688521385193,-0.7272756993770599,-0.2130810022354126,-0.7115566954016685,-0.3056352138519287,-0.6806984096765518,-0.3582604229450226,-0.6631639003753662,-0.3387030363082886,-0.7839576601982117,-0.3264801800251007,-0.6993381083011627,-0.3588046431541443,-0.687168151140213,-0.3218010365962982,-0.7032912224531174,-0.30503904819488525,-0.7773535773158073,-0.29874399304389954,-0.6810369193553925,-0.321292519569397,-0.6776127070188522,-0.2860707938671112,-0.6967642456293106,-0.27536532282829285,-0.7593548595905304,-0.265995591878891,-0.6655993908643723,-0.28197774291038513,-0.6707927584648132,-0.25117579102516174,-0.6926362961530685,-0.24418723583221436,-0.7336267828941345,-0.23342904448509216,-0.6596628427505493,-0.24358302354812622,-0.6661310642957687,-0.21724435687065125,-0.6860690116882324,-0.20675110816955566,0.0,0.0,-0.048717379570007324,0.05365324020385742,0.03170454502105713,0.06385457515716553,-0.005067348480224609,0.04627418518066406,-0.029701590538024902,0.044288814067840576,0.01756441593170166,0.05020344257354736,-0.006693124771118164,0.057952821254730225,-0.00647813081741333,0.06008577346801758,-0.007833123207092285,0.07857072353363037,Yumruk_Yuzden_Uzak
-0.7630420923233032,-0.2748371362686157,-0.719692125916481,-0.2779272198677063,-0.6966882795095444,-0.27507340908050537,-0.7159383594989777,-0.232015460729599,-0.7462120056152344,-0.20333439111709595,-0.7472430467605591,-0.36137455701828003,-0.7384502738714218,-0.26296287775039673,-0.7289649695158005,-0.25820961594581604,-0.7271917685866356,-0.28075283765792847,-0.790996864438057,-0.3479447662830353,-0.7602631598711014,-0.23368605971336365,-0.743060439825058,-0.24561792612075806,-0.7416537553071976,-0.2776441276073456,-0.8194272071123123,-0.3167257308959961,-0.780650194734335,-0.21209943294525146,-0.7635409235954285,-0.2283788025379181,-0.7634891346096992,-0.2617609202861786,-0.8356827385723591,-0.278294175863266,-0.8006232678890228,-0.20486509799957275,-0.7825390882790089,-0.2111765742301941,-0.7781513184309006,-0.23617544770240784,0.0,0.0,-0.04869735240936279,0.05136328935623169,0.031206965446472168,0.06305801868438721,-0.00537949800491333,0.04600459337234497,-0.02963048219680786,0.04321718215942383,0.017015278339385986,0.050049006938934326,-0.0070264339447021484,0.05703955888748169,-0.007010281085968018,0.059237658977508545,-0.008498430252075195,0.07711338996887207,Yumruk_Yuzden_Uzak
-0.6914099007844925,-0.2363094985485077,-0.7193407714366913,-0.16820377111434937,-0.7669413983821869,-0.1104997992515564,-0.8213747497648001,-0.0858389139175415,-0.8670553937554359,-0.09783130884170532,-0.7521375119686127,-0.1944538950920105,-0.8595108799636364,-0.14791035652160645,-0.84004245698452,-0.1297907829284668,-0.809676043689251,-0.13759982585906982,-0.7625377178192139,-0.255312442779541,-0.8619940467178822,-0.19209074974060059,-0.8395982347428799,-0.17626112699508667,-0.8101303279399872,-0.18846261501312256,-0.7766900062561035,-0.3011922538280487,-0.8606952875852585,-0.23076608777046204,-0.8362571373581886,-0.21980145573616028,-0.8096913248300552,-0.2326258420944214,-0.7921399474143982,-0.33194875717163086,-0.8534563221037388,-0.26793015003204346,-0.8334732968360186,-0.25658589601516724,-0.8111363761126995,-0.2694471776485443,0.0,0.0,-0.05182260274887085,0.04871135950088501,0.027447223663330078,0.061063408851623535,-0.006876707077026367,0.044360458850860596,-0.03179138898849487,0.041336655616760254,0.014844954013824463,0.04847598075866699,-0.00921088457107544,0.055276572704315186,-0.009011149406433105,0.05719023942947388,-0.010734915733337402,0.07493942975997925,Yumruk_Yuzden_Uzak
